"farm","year","dates","site","reps","subp","t_air","t_5cm","t_10cm","moist","cflmod","cflslope","cflpval","cflr2","cflux","nflmod","nflslope","nflpval","nflr2","nflux","finco","finno","posno"
1,2017,159,1,1,1,22.6,19.5,15.7,35.37,"lmc8",31.1821691461538,0.00713440918692084,0.99974883009745,308.280012990617,"lmn9",2.63171455285713,0.0220341006931619,0.997605102202274,0.0277529715374209,308.280012990617,0.0277529715374209,0.0277529715374209
1,2017,164,1,1,1,28.7,21.3,19.1,32.23,"lmc12",20.46634645,0.0407092005758735,0.991832994217368,202.33889181679,"lmn12",2.50764832857141,0.0237217168791274,0.997224373805604,0.0277410108842653,202.33889181679,0.0277410108842653,0.0277410108842653
1,2017,173,1,1,1,21.3,22.8,19.8,32.97,"lmc14",40.40828225,0.00031810784770876,0.999999500634563,399.493239824691,"lmn8",-0.860110975384625,0.159679935248652,0.876790646581029,-0.00961927911575727,399.493239824691,NA,NA
1,2017,178,1,1,1,24.4,20.5,20,30.47,"lmc7",43.3792513457143,0.00108391087649662,0.99999420229013,428.86548737837,"lmn12",14.2485799485714,0.0323695569093268,0.994833826775921,0.159803175618466,428.86548737837,0.159803175618466,0.159803175618466
1,2017,187,1,1,1,23.5,21,20.2,26.63,"lmc1",1.98602732259782e-17,0.181690113816209,0.372549019607843,1.96346997523004e-16,NA,NA,NA,0.995224626332118,NA,NA,NA,NA
1,2017,192,1,1,1,26.6,21.3,20.4,29.93,"lmc12",15.5082804242857,0.0298389985637103,0.995609437323811,153.321369923062,"lmn14",14.95343629,0.00452774531163221,0.999898835903735,0.15893891231129,153.321369923062,0.15893891231129,0.15893891231129
1,2017,201,1,1,1,27.4,22.4,22.4,21.37,"lmc12",48.7048185742857,0.00942715099314081,0.999561470380983,481.516280423308,"lmn13",5.51266287999997,0.045081517105573,0.989987541356867,0.061286443236143,481.516280423308,0.061286443236143,0.061286443236143
1,2017,207,1,1,1,27.2,22.1,20,30.9,"lmc8",42.27440599,0.011642003102384,0.999331230038676,417.942522429531,"lmn12",7.45886872285712,0.0658838550673611,0.978655954343424,0.0941846508096351,417.942522429531,0.0941846508096351,0.0941846508096351
1,2017,213,1,1,1,20.8,21.3,21.1,21.53,"lmc10",2.27793366923077,0.0126970917262742,0.999204535728871,22.5206084237037,"lmn13",3.02138896714285,0.00212457354959547,0.999977725309516,0.0340637107725247,22.5206084237037,0.0340637107725247,0.0340637107725247
1,2017,221,1,1,1,22.1,23.7,20.4,30,"lmc10",13.9995562784615,0.0055791576794257,0.999846398342277,138.405489725827,"lmn14",8.64177791,0.0117658808089898,0.999316923743025,0.103573205396195,138.405489725827,0.103573205396195,0.103573205396195
1,2017,229,1,1,1,24.8,19.6,18.5,32.1,"lmc12",32.1880768928571,0.0147836749903311,0.998921658066674,318.224839207407,"lmn11",5.61575907999998,0.0226091115660991,0.997478528005571,0.0618697667977099,318.224839207407,0.0618697667977099,0.0618697667977099
1,2017,235,1,1,1,21.8,22.9,21.6,32.47,"lmc14",34.42062638,0.00241354815884471,0.99997125385533,340.296760556839,"lmn6",5.09725606999998,0.0140322432576269,0.999028475794221,0.0597390486984434,340.296760556839,0.0597390486984434,0.0597390486984434
1,2017,250,1,1,1,16.7,17.8,17.3,35.83,"lmc12",24.0106640342857,0.0262316208985571,0.996606294075384,237.379503193284,"lmn10",6.55719769153845,0.0365083916508799,0.993429793641752,0.0776792321652865,237.379503193284,0.0776792321652865,0.0776792321652865
1,2017,256,1,1,1,21.8,17.1,15.2,26.67,"lmc3",27.14455678,0.00651344809797492,0.999790648291514,268.362482338568,"lmn9",6.07180007285714,0.0154187713187465,0.998827036861572,0.0694755124901389,268.362482338568,0.0694755124901389,0.0694755124901389
1,2017,264,1,1,1,23.2,19.3,18.8,34.83,"lmc14",18.36384028,0.00220488001179564,0.999976009575424,181.552633286716,"lmn6",4.53827579999997,0.00083534607412703,0.999996556481883,0.0525187835135279,181.552633286716,0.0525187835135279,0.0525187835135279
1,2017,279,1,1,1,15.9,13.9,13.8,22.9,"lmc12",14.6529715228571,0.00589823873007236,0.999828326992173,144.865427104988,"lmn13",1.92526072285712,0.00494086182872648,0.999879533456941,0.0220737113587392,144.865427104988,0.0220737113587392,0.0220737113587392
1,2017,286,1,1,1,12.2,12.3,11.9,30.57,"lmc8",9.41641377,0.0113551952285438,0.999363771816607,93.094619098963,"lmn6",3.84959012999999,0.0135038435146226,0.999100255073342,0.0453319706922188,93.094619098963,0.0453319706922188,0.0453319706922188
1,2016,141,1,1,2,18.4,20,14.8,20.77,"lmc13",25.7762894114286,0.00028812573853271,0.999999590330311,254.83521679842,"lmn8",35.6495377692308,0.254243158184796,0.697618308620202,0.425245785329358,254.83521679842,NA,NA
1,2016,147,1,1,2,28.9,26.2,19.6,20.8,"lmc11",30.0346045,0.00429086136279076,0.999909144308366,296.934707204938,"lmn7",7.29191259999997,0.0807035436702401,0.968031129485841,0.07478691593557,296.934707204938,0.07478691593557,0.07478691593557
1,2016,155,1,1,2,24,25,21.3,9.37,"lmc9",20.41177615,0.00944827904403312,0.999559502665031,201.799386924938,"lmn13",4.91141272857136,0.151931677199149,0.888235073682476,0.0518966043554115,201.799386924938,NA,NA
1,2016,161,1,1,2,13.8,16.7,16.4,23.2,"lmc7",10.3016933014286,0.00169494389522288,0.999985823161965,101.846864145481,"lmn13",1.81007938571422,0.0751063599173275,0.972291862791648,0.0203754244856446,101.846864145481,0.0203754244856446,0.0203754244856446
1,2016,169,1,1,2,19.9,16.9,15.4,13.97,"lmc7",15.7860195314286,0.0041512565060345,0.999914960101582,156.067215318124,"lmn7",0.455502142857102,0.0242225231668387,0.99710599735648,0.00479885937392177,156.067215318124,0.00479885937392177,0.00479885937392177
1,2016,175,1,1,2,21.1,18.4,15.5,7.77,"lmc8",8.46813113076923,0.00153409455604438,0.999988386231453,83.719498882963,"lmn14",-4.93245520000007,0.0219532919612903,0.997622629325515,-0.0548139101171746,83.719498882963,-0.0548139101171746,NA
1,2016,182,1,1,2,20.9,25.4,20.4,9.4,"lmc6",14.49550128,0.00346111144866524,0.999940885143644,143.308610185481,"lmn10",0.543428107692294,0.10242125558737,0.948678456578228,0.0059384452487336,143.308610185481,0.0059384452487336,0.0059384452487336
1,2016,188,1,1,2,23.8,20.3,19.7,5.9,"lmc6",8.70295111,0.0112148684354212,0.999379397972349,86.0410277640493,"lmn12",10.8872094285714,0.162517343965565,0.872469381942323,0.117733845780574,86.0410277640493,NA,NA
1,2016,197,1,1,2,24.7,24.5,22.6,7.33,"lmc2",19.89852653,0.00253588001043926,0.999968265997375,196.725185743506,"lmn12",5.20644045714282,0.128816650111814,0.919224718657279,0.0570126159027374,196.725185743506,0.0570126159027374,0.0570126159027374
1,2016,203,1,1,2,16.8,17.3,17.7,9.03,"lmc8",8.13232421,0.00112632861598315,0.999993739636758,80.3995707082469,"lmn10",0.999687973076908,0.0104649617822701,0.999459611716132,0.010760413850907,80.3995707082469,0.010760413850907,0.010760413850907
1,2016,210,1,1,2,29,24.1,22.1,4.47,"lmc14",3.26149352999999,0.0236361059149429,0.997244362767556,32.2444940595554,"lmn6",1.45226683,0.0503889541179355,0.987496450460636,0.016170892647449,32.2444940595554,0.016170892647449,0.016170892647449
1,2016,216,1,1,2,21.1,24.2,21.6,20.67,"lmc11",16.40195295,0.0042908679899001,0.999909144027722,162.156591634074,"lmn8",2.94558096230769,0.00903386932736959,0.999597293900731,0.0296244473687781,162.156591634074,0.0296244473687781,0.0296244473687781
1,2016,226,1,1,2,24.5,24,24.2,21.5,"lmc7",19.6233932628571,0.0214268080344183,0.997735247692431,194.005102776494,"lmn13",3.71690814142857,0.0275063093132458,0.996268665989968,0.0423801620827528,194.005102776494,0.0423801620827528,0.0423801620827528
1,2016,233,1,1,2,20.4,20.2,20.1,16.77,"lmc7",13.2926971414286,0.0066927355799716,0.999778964981603,131.417183590815,"lmn10",4.44868094461537,0.0610393255785862,0.981670189901352,0.0486650594076182,131.417183590815,0.0486650594076182,0.0486650594076182
1,2016,239,1,1,2,30.3,25.1,23.5,19.5,"lmc13",16.7487255257143,0.00225573640148539,0.999974890120529,165.584930876444,"lmn8",10.1196108053846,0.0390005813289118,0.992503327542619,0.109958676890143,165.584930876444,0.109958676890143,0.109958676890143
1,2016,246,1,1,2,19.6,18.6,17.9,13,"lmc12",7.29497355714286,0.00983732283329828,0.999522482787454,72.1211706735803,"lmn8",12.1153349723077,0.00298538542036297,0.999956018768944,0.131938927206196,72.1211706735803,0.131938927206196,0.131938927206196
1,2016,253,1,1,2,29.7,26.3,23.2,10.5,"lmc11",16.31875498,0.00175608817370656,0.999984781870181,161.334061580049,"lmn12",1.36820622428571,0.191277999738217,0.824817174897652,0.0137584036985146,161.334061580049,NA,NA
1,2016,258,1,1,2,27.8,22.7,20.3,10.93,"lmc13",9.19556628,0.00958822159546408,0.999546358229869,90.9112281114074,"lmn10",2.42985631846153,0.296781875982804,0.595934263566884,0.0275539229409621,90.9112281114074,NA,NA
1,2016,266,1,1,2,14.4,16,16.9,20.13,"lmc11",13.8254255,0.00140508532030257,0.999990257409751,136.683959758025,"lmn11",2.80703827999999,0.0283009684702059,0.996050098786735,0.0320031439468254,136.683959758025,0.0320031439468254,0.0320031439468254
1,2016,274,1,1,2,16.8,14.2,13.9,17.2,"lmc7",10.0807859551429,0.00486973095614954,0.999882977003386,99.6628813935605,"lmn9",11.56570942,0.175786606095353,0.851346365887363,0.130602176377162,99.6628813935605,NA,NA
1,2016,279,1,1,2,19.7,18.5,17,22.07,"lmc14",9.31049562999999,0.00162257507373052,0.999987007928281,92.0474679074567,"lmn14",1.54246304999999,0.0543564528092379,0.985454912503953,0.017212137449786,92.0474679074567,0.017212137449786,0.017212137449786
1,2016,288,1,1,2,15.7,14.9,12.7,18.03,"lmc9",7.21968031999999,0.00271911441288274,0.999963514351272,71.3767901266172,"lmn7",-0.254137208571447,0.0297798263180989,0.995626820783799,-0.00290469982265512,71.3767901266172,-0.00290469982265512,NA
1,2016,293,1,1,2,22.4,16.2,14.5,21.23,"lmc8",10.9262256153846,0.0154920099558538,0.99881586953217,108.021252750617,"lmn9",2.45684233571428,0.103635929701188,0.947464768071398,0.0263625514253584,108.021252750617,0.0263625514253584,0.0263625514253584
1,2016,301,1,1,2,1.8,3.9,5.3,22,"lmc14",3.01763077,0.0169352594091025,0.998585017690736,29.8335644520493,"lmn7",0.452546557142841,0.132755458563292,0.914282360656046,0.0056273934098466,29.8335644520493,0.0056273934098466,0.0056273934098466
1,2017,145,1,1,2,14.4,13.7,13.5,26.37,"lmc8",14.5960502707692,0.0123033415957204,0.999253101058035,144.302679713975,"lmn6",-0.604471310000016,0.0928938872270657,0.957717611033083,-0.0067901222400698,144.302679713975,-0.0067901222400698,NA
1,2017,152,1,1,2,22.9,19.5,17.5,33.67,"lmc11",20.0677146,0.00146473952151021,0.999989412588746,198.397850020741,"lmn1",1.98602732259782e-17,0.181690113816209,0.372549019607843,2.08944385887772e-19,198.397850020741,NA,NA
1,2017,159,1,1,2,22.6,19.8,16.6,33.07,"lmc7",21.9804053914286,0.0194258360116065,0.998138365620956,217.307514042667,"lmn14",4.45256013999996,0.00478219302171386,0.999887146304844,0.0453749472163711,217.307514042667,0.0453749472163711,0.0453749472163711
1,2017,164,1,1,2,28.7,21.7,19.6,27.9,"lmc14",-17.05671036,0.00492765693454224,0.999880176498813,-168.629798225778,"lmn8",1.15788582307691,0.014878918628987,0.998907721439062,0.0127930797047318,NA,0.0127930797047318,0.0127930797047318
1,2017,173,1,1,2,21.3,22,19.2,35.47,"lmc10",18.0952149430769,0.000910671537839009,0.999995907459554,178.89689044958,"lmn12",-6.36222582857145,0.212650281518758,0.785024554680035,-0.0801328747762822,178.89689044958,NA,NA
1,2017,178,1,1,2,24.4,20.4,19.9,26.63,"lmc7",24.8093926602857,0.0715293328118208,0.974857424063406,245.276069658726,"lmn10",3.51323599153845,0.0405120002508429,0.991911819939023,0.0380888524446382,245.276069658726,0.0380888524446382,0.0380888524446382
1,2017,187,1,1,2,23.5,22.5,21.1,21.97,"lmc1",1.98602732259782e-17,0.181690113816209,0.372549019607843,1.96346997523004e-16,"lmn4",-4.4480060214286,0.0726998928421347,0.974031395786001,-0.0501632866137806,NA,-0.0501632866137806,NA
1,2017,192,1,1,2,26.6,23.4,21.6,22.37,"lmc7",10.84335196,0.0416189721486446,0.991464407864345,107.201929007012,"lmn13",5.78362923857143,0.0424275495792185,0.991130021402381,0.0623241730498677,107.201929007012,0.0623241730498677,0.0623241730498677
1,2017,201,1,1,2,27.4,24,22.2,15.17,"lmc8",29.3772371007692,0.0657013282458811,0.978773635430664,290.435697164148,"lmn14",5.41385338999999,0.2068098914886,0.796257795581803,0.0547816105273535,290.435697164148,NA,NA
1,2017,207,1,1,2,27.2,25,22.1,22.97,"lmc8",35.0898197023077,0.00752513856534176,0.99972056646479,346.912686637136,"lmn10",-143.912575409231,0.160443435559901,0.875634701828839,-1.54065900384346,346.912686637136,NA,NA
1,2017,213,1,1,2,20.8,22.6,20,15.33,"lmc14",9.11699790999998,0.0187553038151456,0.998264629115688,90.1344682262714,"lmn13",6.23912956571429,0.0933984677037802,0.95726033416808,0.0633916552849339,90.1344682262714,0.0633916552849339,0.0633916552849339
1,2017,221,1,1,2,22.1,22.7,20.4,26.53,"lmc12",10.7863689457143,0.0271844301893174,0.996355430478376,106.638571008988,"lmn14",9.79033235999999,0.0110586450380024,0.999396565823754,0.106203471979316,106.638571008988,0.106203471979316,0.106203471979316
1,2017,229,1,1,2,24.8,19.9,18.7,29.27,"lmc7",31.9411917114286,0.00702686886506237,0.999756344729372,315.784028672988,"lmn12",2.2669520942857,0.0256132688263002,0.99676432107805,0.0259335296493652,315.784028672988,0.0259335296493652,0.0259335296493652
1,2017,235,1,1,2,21.8,24.2,22.6,22.1,"lmc12",26.4284528742857,0.0040682032945299,0.999918328763203,261.282778539852,"lmn10",4.97659975999998,0.062761144970764,0.980624896080555,0.0585728655021087,261.282778539852,0.0585728655021087,0.0585728655021087
1,2017,250,1,1,2,16.7,17.9,17.4,37.17,"lmc8",22.4377986138461,0.00316242728919366,0.999950647713844,221.829495431704,"lmn9",8.20305263428569,0.00178230835405266,0.999984324034445,0.0961075182714991,221.829495431704,0.0961075182714991,0.0961075182714991
1,2017,256,1,1,2,21.8,17.8,15.4,39.43,"lmc3",26.16315024,0.00359162456144516,0.999936342876852,258.659885335704,"lmn10",4.26801276230769,0.00678065912443096,0.99977311951011,0.0485322846315062,258.659885335704,0.0485322846315062,0.0485322846315062
1,2017,264,1,1,2,23.2,19.3,18.8,25.57,"lmc11",21.9402378,0.00727378312080571,0.999738921236718,216.910400373333,"lmn13",4.36434419285713,0.00269333441145172,0.999964202910428,0.0487441394592679,216.910400373333,0.0487441394592679,0.0487441394592679
1,2017,279,1,1,2,15.9,14,13.7,23.97,"lmc8",15.7771744838462,0.00579169483768168,0.999834472898597,155.979769464988,"lmn12",3.8756835642857,0.000613610364457029,0.999998141960303,0.0444359142116053,155.979769464988,0.0444359142116053,0.0444359142116053
1,2017,286,1,1,2,12.2,11.9,11.7,29.1,"lmc11",7.55857019999999,0.0052270956830597,0.99986517175227,74.7271977303702,"lmn4",-3.73488585399999,0.0893722820992195,0.743864260913776,-0.0442834191959654,74.7271977303702,NA,NA
1,2016,141,1,1,3,18.4,18.7,15.1,30.83,"lmc12",20.9256212971429,0.000278602826736673,0.999999616962972,206.879475737679,"lmn13",5.29511731428567,0.000174493621522438,0.999999849745028,0.0574831467493759,206.879475737679,0.0574831467493759,0.0574831467493759
1,2016,147,1,1,3,28.9,26,20,28.07,"lmc8",37.5607299030769,0.00673110420117807,0.999776423479234,371.341142054124,"lmn10",2.54943052307687,0.151810600102711,0.888409749556719,0.0261119001682474,371.341142054124,NA,NA
1,2016,155,1,1,3,24,22.4,20.2,21.43,"lmc8",29.6537447638462,0.0144320317409083,0.998972337990748,293.169367986272,"lmn10",2.96868974615379,0.130116058297776,0.917609761427861,0.0320607158740505,293.169367986272,0.0320607158740505,0.0320607158740505
1,2016,161,1,1,3,13.8,16.5,16.6,33.33,"lmc13",11.0704620114286,0.0181590172134754,0.998373190713648,109.44723430558,"lmn14",4.03040099999994,0.113215486581706,0.937410975858724,0.0474913178772868,109.44723430558,0.0474913178772868,0.0474913178772868
1,2016,169,1,1,3,19.9,18.6,16.4,24.53,"lmc8",17.1817250946154,0.0268726855270515,0.996438491948442,169.865746367506,"lmn13",0.826541342857111,0.0931822609137081,0.957456566511635,0.00878483095406372,169.865746367506,0.00878483095406372,0.00878483095406372
1,2016,175,1,1,3,21.12,20.2,16.2,17.93,"lmc6",9.43541742999999,0.00446516136974777,0.999901613175034,93.2824972585678,"lmn10",1.94949458461535,0.124233799957444,0.924798007969974,0.0224695333185326,93.2824972585678,0.0224695333185326,0.0224695333185326
1,2016,182,1,1,3,20.9,21.4,20.9,14.43,"lmc10",14.6009127123077,0.00189596728161333,0.999982260958785,144.350751852049,"lmn12",2.59239884285711,0.0320016899758659,0.994950484125279,0.0289767080420051,144.350751852049,0.0289767080420051,0.0289767080420051
1,2016,188,1,1,3,23.8,19.2,19.6,11.93,"lmc8",13.2069519546154,0.0332691954832117,0.994542937141796,130.569470682173,"lmn14",3.82194469999992,0.0616078379794552,0.981328228328887,0.0437345407255622,130.569470682173,0.0437345407255622,0.0437345407255622
1,2016,197,1,1,3,24.7,22.9,21.9,16.43,"lmc2",20.26046095,0.0388122878690297,0.992575450661001,200.303421342716,"lmn7",5.04835124285712,0.0306471312133559,0.995368582982592,0.058269663319793,200.303421342716,0.058269663319793,0.058269663319793
1,2016,203,1,1,3,16.8,16.6,17.5,16.97,"lmc14",14.55832408,0.00447837377997733,0.999901030070079,143.929702756346,"lmn10",3.29377774692306,0.0155273117985875,0.998810467868195,0.0379092292292603,143.929702756346,0.0379092292292603,0.0379092292292603
1,2016,210,1,1,3,29,22,20.5,9.67,"lmc11",9.61996149,0.0137402110250988,0.999068486574574,95.1069772986666,"lmn13",3.02374160857141,0.023168757735313,0.997352210229661,0.0329550271099938,95.1069772986666,0.0329550271099938,0.0329550271099938
1,2016,216,1,1,3,21.1,21.6,20.5,27.5,"lmc10",17.59907517,0.000708619249416388,0.999997522033324,173.991844396741,"lmn10",4.94569762230767,0.00338443051205321,0.999943475482768,0.0556313288836585,173.991844396741,0.0556313288836585,0.0556313288836585
1,2016,226,1,1,3,24.5,23.4,23.3,27.37,"lmc9",17.7278769285714,0.00278013569349145,0.999961858393958,175.265232646913,"lmn14",6.15568039,0.00985237051216444,0.999521020916709,0.0691452902035172,175.265232646913,0.0691452902035172,0.0691452902035172
1,2016,233,1,1,3,20.4,19.3,19.8,27.9,"lmc14",6.42934471999999,0.00283736370740815,0.999960271982558,63.5632006392098,"lmn10",4.91205052692306,0.0537180890058309,0.985793735829246,0.0565084554619961,63.5632006392098,0.0565084554619961,0.0565084554619961
1,2016,239,1,1,3,30.3,25.4,23.7,27.67,"lmc12",15.0672797,0.012290969451193,0.999254602267731,148.961451651358,"lmn10",6.60215113384614,0.00621019423360104,0.999809687926401,0.0736105409960168,148.961451651358,0.0736105409960168,0.0736105409960168
1,2016,246,1,1,3,19.6,17.8,17.8,24.63,"lmc8",13.48170531,0.0100827918126074,0.999498356676656,133.285797682074,"lmn9",7.90787481142856,0.0170992396665293,0.998557489746784,0.0885565244009085,133.285797682074,0.0885565244009085,0.0885565244009085
1,2016,253,1,1,3,29.7,25.3,22.3,17.67,"lmc11",18.03354969,0.00651874886913445,0.999790307415763,178.287241873481,"lmn12",8.52060191142856,0.00802114894211207,0.999682517399023,0.0891063366200506,178.287241873481,0.0891063366200506,0.0891063366200506
1,2016,258,1,1,3,27.8,20.9,19.3,18,"lmc10",14.3853108069231,0.00461725922650087,0.999894796388144,142.219220915852,"lmn13",8.61043310571428,0.0180077072002182,0.998400181339616,0.0906743077814383,142.219220915852,0.0906743077814383,0.0906743077814383
1,2016,266,1,1,3,14.4,16,16.9,28.57,"lmc10",13.9908021607692,0.00260150093475846,0.999966602396465,138.318942843753,"lmn13",3.45260912,0.0106383166229844,0.999441561761881,0.039892532582345,138.318942843753,0.039892532582345,0.039892532582345
1,2016,274,1,1,3,16.8,14.5,14.3,26.7,"lmc9",11.71700964,0.00583561097862229,0.999831953198403,115.839275552,"lmn3",11.1241817537143,0.0359812662917833,0.89399817841059,0.126985258791036,115.839275552,NA,NA
1,2016,279,1,1,3,19.7,19.2,17.5,30.17,"lmc13",19.3246321685714,0.00484380945994718,0.999884219486559,191.051425192494,"lmn7",0.267768312857143,0.00997798137967145,0.999508730767691,0.00304748168370579,191.051425192494,0.00304748168370579,0.00304748168370579
